pscore,eligible,matched
0.9918777110049273,1,0
0.9984186263680745,1,0
0.9846462474453211,1,0
0.9945939752452927,1,0
0.9958118523607493,1,0
0.9920218630830008,1,0
0.6623767721188806,1,1
0.9440132292843738,0,1
0.9611978861257924,1,0
0.977750555733565,1,0
0.9608234869551188,1,0
0.9895183607052619,0,1
0.9820304360198591,1,0
0.984405872292049,1,0
0.9348424865430294,0,1
0.9790971993669658,1,0
0.934991841357813,1,0
0.9696952301665899,1,0
0.930598557480371,1,0
0.9655506983021582,1,1
0.9332423365633804,0,1
0.9641871951930885,1,0
0.8435907977652771,1,0
0.9723496777096792,1,0
0.9924763711545458,1,0
0.9551459942776296,1,0
0.9951905772792858,1,0
0.8785632747531765,1,0
0.9538069527096898,1,0
0.944088015535007,1,0
0.8894095518534132,1,0
0.8714386591461657,1,0
0.9892116076674731,1,0
0.9254137987893047,1,0
0.8377077752184312,1,0
0.9801928856596832,1,0
0.9971970223291543,1,0
0.9946777458118525,1,0
0.9945525300676332,1,0
0.9815317571570011,1,0
0.9728790841067185,0,1
0.973613073722181,1,0
0.6348757614137492,1,0
0.9855607974711333,1,0
0.9844597996123866,1,0
0.650095438387842,0,1
0.9951842502748771,1,0
0.9849554686686559,1,0
0.9980371469615571,1,0
0.9570760048055195,1,0
0.9446180041094842,1,0
0.9886884514030752,1,0
0.97150404016239,1,0
0.9383670404187896,1,0
0.9829862219688976,1,0
0.9802558702254704,1,0
0.9595608028582401,1,0
0.9831286959770329,1,0
0.521630428162795,0,1
